Href,Name,Reviews,Href Reviews,Min progect size,Company Size,City,Clients,Notable Project,Clients summary,Scheduling,Quality,Cost,NPS,cluster,cluster_DBSCAN
https://crmoz.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,CRMOZ,1,https://clutch.co/profile/crmoz?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,30,Kyiv,,"A B2B automotive company was dealing with some difficulties with their Zoho CRM. They brought on CRMOZ in order to help sync, automate, and develop solutions wherever they were necessary.","CRMOZ is a CRM consulting and SI company. Launched in 2016, the team specializes in CRM consulting and SI, BI & big data consulting & SI, application management & support, and other application development. Their small company is located in Kyiv, Ukraine.",5.0,5.0,5.0,5.0,0,0
http://www.udevhub.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,UDEV HUB,5,https://clutch.co/profile/udev-hub?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,625,Kyiv,"GBS SOLUTIONS, PZU, KNIAZHA VIG, NETTOTER","Ukrainian development HUB provides cybersecurity consultations for a cybersecurity consultancy's client. In order to secure the third party's infrastructure, they provide remote and on-site consultations.","UDEV HUB is a software development company founded in 2018 in Kyiv, Ukraine with over 250 members. They specialize in cybersecurity, IT staff augmentation, and custom software development solutions for clients in the fields of financial services, e-commerce, and education.",4.9,4.5,5.0,5.0,0,0
https://flyaps.com/software-development-new-york/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Flyaps,6,https://clutch.co/profile/flyaps?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,30,Dnipro,"Yaana Technologies, MyersBizNet, NetSpark IP & Telecom, Relocate.me","Flyaps is building a mobile-friendly web app for a telecom company’s internal use. Built in SQL and Python, it automates administrative tasks and connects the client’s back office to their frontline sales.","Flyaps is a technology consulting firm based in Dnipro, Ukraine, with an office in New York. The firm, founded in 2013, has a team of around 20 that provides custom software development, AI, BI & big data consulting & SI, web development, and cybersecurity services to midmarket and other-sized companies in the telecommunications and media industries.",4.8,4.6,5.0,5.0,0,-1
https://vantino.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Vantino,2,https://clutch.co/profile/vantino?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,30,Kyiv,"Schilliger, Synergix, VisionApartments, Creative Technologies",Vantino provided IT consulting and SI for a telemedicine platform. The team was tasked with reviewing the client's code.,"Vantino is a software development company based in Geneva with another location in Kyiv, Ukraine. They have a team of around 15 employees and were founded in 2004. Their services include IT managed services, custom software development, web development, mobile app development, and e-commerce development.",5.0,4.5,5.0,5.0,0,0
https://www.probegin.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,PROBEGIN,2,https://clutch.co/profile/probegin?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,150,L'viv,,An e-commerce platform for rapid COVID-19 antigen tests needed a hands-on partner to design their logo and implement a smart multi-lingual e-commerce solution for the Dutch and Ukrainian markets.,"PROBEGIN B.V. is a software development outsourcing company based in Lelystad, Netherlands. The company, founded in 2012, has a team of more than 30 that provides custom software development, web development, e-commerce development, BI & big data consulting & SI, enterprise app modernization, and mobile app development services. PROBEGIN serves mid-market and small companies in various industries that include IT, telecommunications, and energy & natural resources.",5.0,5.0,5.0,5.0,0,1
http://www.softelegance.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,SoftElegance,6,https://clutch.co/profile/softelegance?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,30,Kyiv,"WellEz, eConscribi International, Retail Technologies Inc., ","SoftElegance first rewrote a signing/labeling print solution and they now develop new features for it, resolve discovered bugs, and provide ongoing support.","SoftElegance is a custom software development company in Kiev, Ukraine; they have other offices in Houston and London. Founded in 1993, they have about 34 employees that provide services for BI & big data consulting & SI, web development, and custom software development. Most clients are small businesses.",4.6,4.5,4.6,4.8,0,0
https://inspiri.to/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,InSpirito,4,https://clutch.co/profile/inspirito?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,30,L'viv,"Kapital Bank, Limo Wien Car Rental, Bank of Bacu, Ticket Club","InSpirito completed discovery for a CRM development project, so a fertilizer distributor could create a database of clients, collect information, and organize task management.","InSpirito is an outsourcing software development company based in Lviv, Ukraine, with a team of 9 employees. Founded in 2015, the agency offers web and mobile development, IT strategy consulting, and e-commerce development.",4.8,4.8,4.9,4.8,0,1
https://itp.biz/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,InTech Partner,1,https://clutch.co/profile/intech-partner?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,30,Kyiv,,"An IT corporation is collaborating with InTech Partner to provide SAP, Microsoft, business application, and strategic outsourcing solutions. The team uses an agile methodology for software development projects.","InTech Partner is a data analytics company. They are located in Kyiv, Ukraine and have a small team. Their team specializes in BI & big data consulting & SI, cloud consulting & SI, ERP consulting and SI, IT managed services, and more.",5.0,5.0,4.0,5.0,0,0
https://ensocore.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Ensocore,4,https://clutch.co/profile/ensocore?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,30,Kyiv,"Blauberg, VENTS, HVP Tech, Mamamia",A ventilation company hired Ensocore to launch and support its web service. The goal of the project was to automate the selection systems and ease the communication between the sales and engineering teams.,"Ensocore is an IT research and development agency headquartered in Kyiv, Ukraine. Founded in 2017, their team of less than 50 focuses on midmarket clients in consumer products, business services, and other industries. Services include web development, mobile app development, and custom software development.",5.0,5.0,4.9,5.0,0,0
https://postdata.ai/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Postdata,2,https://clutch.co/profile/postdata?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,6,Kyiv,,Postdata was hired by a software development company to develop a solution for one of their projects. The system was meant for managing seafood production data with additional modules.,"Located in Kyiv, Ukraine, Postdata is a website development firm. The small firm was launched in 2020. Their team offers web development, Artificial Intelligence, BI & big data consulting & SI, product design, and more.",5.0,5.0,4.5,5.0,0,0
https://www.global-mediator.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Global Mediator,0,,1000,150,Kyiv,"Abakion, Forto, Össur, Acadon, VOS, Kaunt, Draycir",,"Business consulting company Global Mediator is located in Lillerød, Denmark; Kyiv, Ukraine and București, Romania. The agency offers business consulting, BI & big data consulting & SI, and application management & support and is midsize.The agency was launched in 2012.",0.0,0.0,0.0,0.0,1,2
https://greenm.io/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,GreenM,0,,100000,150,Kyiv,,,"GreenM is a small Redwood City, California-based IT staff augmentation company. They offer IT staff augmentation, custom software development, and web development and were founded in 2014.",0.0,0.0,0.0,0.0,1,-1
https://modex.one/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Modex Analytics,0,,10000,30,Kyiv,,,"Big data company Modex Analytics was launched in 2016. They are based in Den Haag, Netherlands and Kyiv, Ukraine and have a small team. Their services include BI & big data consulting & SI, Artificial Intelligence, and business consulting.",0.0,0.0,0.0,0.0,1,2
https://www.luxoft.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Luxoft,0,,5000,10000,Kyiv,,"LuxSoft provided Managed IT Services for an IT company. This involved IT services and consulting for day-to-day issues, as well as larger projects such as cloud migrations.","Established in 2000, Luxoft is a large IT staff augmentation company. Their services include IT staff augmentation, custom software development, BI & big data consulting & SI, and blockchain. The agency is located in București, Romania; Zabierzów, Poland; Kyiv, Ukraine and Moscow, Russia.",0.0,0.0,0.0,0.0,2,-1
https://iwis.io/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,IWIS UKRAINE LLC,0,,10000,150,Kyiv,,,"In Kyiv, Ukraine, IWIS UKRAINE LLC is a midsize software development firm. The team focuses on custom software development, BI & big data consulting & SI, and web development.",0.0,0.0,0.0,0.0,1,2
https://trm.solutions/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Team Rainmakers,7,https://clutch.co/profile/team-rainmakers?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,30,L'viv,,"Using Xamarin, Team Rainmakers developed and coded a mobile app for field agents that works on Windows, iOS, and Android. They also helped with backend API integration.","Founded in 2015, Team Rainmakers is a software solutions provider that offers web development, mobile app development, and UX/UI design services to their clients. Their 50 employees are based out of Lviv.",4.7,4.6,4.9,4.9,0,1
https://dedicatted.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Dedicatted,2,https://clutch.co/profile/dedicatted?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,150,L'viv,,An IT consulting company needed help with a DevOps project. Dedicatted helped them build SAP software for an end client; they wrote code infrastructure to deploy the system into AWS and made it scalable.,"Dedicatted is a IT strategy consulting company. Founded in 2015, the team focuses on IT strategy consulting, cloud consulting & SI, cybersecurity, IT managed services, and more. Their small company is Tallinn, Estonia-based.",5.0,5.0,5.0,5.0,0,1
https://usoftware.co/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,uSoftware,6,https://clutch.co/profile/usoftware-0?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,250000,150,L'viv,"Uber, CopeCart, Virgin Mobile, Agility","United Software provides recruitment services for a payment solutions company. Their work included analysis, brainstorming, and execution.","United Software is an IT firm based in Lviv, Ukraine, and founded in 2019. With more than 50 experts, they offer IT staff augmentation, IT managed services, and big data consulting solutions for clients that work in the industries of transportation, e-commerce, and telecommunications.",5.0,4.8,4.3,5.0,0,-1
http://customsolutions.info/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Custom Solutions,3,https://clutch.co/profile/custom-solutions?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,30,Dnipropetrovs'k,SlotTrak,Custom Solutions was hired by a SaaS company as a full-stack development team for a software development company. They utilized ASP.NET on the backend and Angular on the frontend.,"Custom Solutions is a software company based in Dnipro, Ukraine, and founded in 2015. With over 10 employees, they offer custom software development, e-commerce development, and big data consulting solutions for various clients.",4.8,4.8,4.8,4.7,0,-1
https://www.smartrockstars.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Smart Rockstars,5,https://clutch.co/profile/smart-rockstars?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,30,L'viv,,"Smart Rockstars provided web development services. They created system architecture, integrated a backend with servers, and worked with data analysis functions.","Smart Rockstars is a web and software development firm headquartered in Lviv, Ukraine. Founded in 2015, their team of approximately 15 employees primarily serves mid-market clients in the energy, financial, and healthcare sectors. They also provide DevOps support and QA testing. They have additional offices in Montreal, Canada, and Krakow, Poland.",4.8,4.6,4.8,5.0,0,1
https://weone.ai/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,WeOne,2,https://clutch.co/profile/weone?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,0,30,L'viv,,"Semicolon Lab provides a remote augmented team of 12 developers with in-depth Java skill and exceptional communication. The team conducts testing, migrating, and coding, and provides guidance on best practices.","Semicolon Lab is an IT consulting company based in Lviv, Ukraine. The company, founded in 2017, has a team of more than ten that provides, among others, IT staff augmentation, web development, and mobile app development services to companies, particularly in the business services, IT, and consumer products and services industries.",5.0,5.0,4.8,5.0,0,1
https://opinov8.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Opinov8 Technology Services,14,https://clutch.co/profile/opinov8-technology-services?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,50000,625,Kyiv,"Fortune 500 Companies, Computer and IT service business. Leading Global Media companies. Global Logistics Technology business, Leading European Fintech Platform businesses. Global Tire Manufacturers. Leading European Car Manufacturer.  Top 100 Swiss Healthtech Startup. Many more, ","A gambling company hired Opinov8 Technology Services for app development, a website refresh, and resources for their gaming system. Key technologies include React and .NET.","Headquartered in London, Opinov8 Technology Services is a technology solutions company that was founded in 2016. With offices in Ukraine and Spain, the team of 88 works with mid-market and small businesses in the financial services, advertising, marketing, gambling, hospitality, IT, and media industries. Opinov8 specializes in custom software development, enterprise app modernization, big data consulting, and clould consulting for clients.",4.8,4.5,4.4,4.9,0,-1
https://prostir.one/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Prostir,1,https://clutch.co/profile/prostir?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,6,Kyiv,"BSG, Mobirich, Testelium, Insfero","Prostir built a software solution to automate legal document and report creation for a law firm. After scoping the project, they conducted end-to-end development with weekly feedback. The project is ongoing.","Founded in 2017, Prostir is a development firm. Their team of around 10 employees is based in Tallinn, Estonia, with an additional office in Kyiv, Ukraine. They focus on custom software development, big data consulting, and cybersecurity.",5.0,5.0,4.5,5.0,0,0
https://dex.re/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Dex Technologies,1,https://clutch.co/profile/dex-technologies?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,6,Kyiv,,Dex Technologies developed an analytic model with the aim of solving a cybersecurity challenge. This model would be integrated into a broader AI product.,"Dex Technologies is an AI firm based in Kyiv, Ukraine. Founded in 2017, their team of 8 serves clients in the healthcare and IT sectors. Services include custom software development and BI & Big Data Consulting.",5.0,5.0,5.0,5.0,0,0
https://mouseover.io/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,MouseOver,1,https://clutch.co/profile/mouseover?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,6,L'viv,,"MouseOver provides development and architecture services for a QA automation company. The team has built the necessary architecture for the firm's social learning platform, helping to launch it to end users.","Custom software development firm MouseOver was founded in 2019. The agency offers custom software development, cloud consulting & SI, BI & big data consulting & SI, web development, and more and has a small team. The agency is based in L'viv, Ukraine.",5.0,5.0,5.0,5.0,0,1
https://bi-os.com.ua/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,BIOS LLC,0,,1000,6,Kyiv,,,"BIOS LLC is a small business intelligence company. Founded in 2016, the firm is located in Kyiv, Ukraine. Their team offers BI & big data consulting & SI, web development, custom software development, application management & support, and more.",0.0,0.0,0.0,0.0,1,2
http://abstract-r.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,abstractR,6,https://clutch.co/profile/abstractr?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,30,Kyiv,"Nimble inc, GoodData, Open source, ","abstractR supported custom software development for a software company’s end client. They focused on distributed web crawler with various technologies like Python, Celery, Redis, lxml, and Elasticsearch.","abstractR is a software development services company based in Brno-Country District, Czech Republic, with an office in Kyiv, Ukraine. The company, founded in 2018, has a team of less than ten that provides BI & big data consulting & SI, and AI services. abstractR serves small and mid-market companies in various industries.",4.9,5.0,4.6,4.9,0,0
https://amazinum.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Amazinum,1,https://clutch.co/profile/amazinum?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,1000,150,Ternopil,,Amazinum provided data science services for a fashion house. They created Zeppelin notebooks and dashboards and optimized data processing to help with data analysis for membership and loyalty.,"Amazinum, an AI company, was launched in 2020. The firm specializes in Artificial Intelligence, advertising, BI & big data consulting & SI, cloud consulting & SI, and more and has a small team. The firm is in Ternopil, Ukraine.",5.0,5.0,5.0,5.0,0,-1
http://www.keelsolution.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Keel Solution,0,,10000,150,Lviv,,,"Keel Solution is a midsize business intelligence company based in Copenhagen, Denmark and Lviv, Ukraine. They specialize in BI & big data consulting & SI, cloud consulting & SI, ERP consulting and SI, and IT managed services and were founded in 2008.",0.0,0.0,0.0,0.0,1,-1
https://scalhive.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,ScalHive LLC,0,,10000,30,Ternopil,,,"ScalHive LLC is a Ternopil, Ukraine-based cloud consulting & SI company. They specialize in cloud consulting & SI, BI & big data consulting & SI, custom software development, and IT strategy consulting and were founded in 2016.",0.0,0.0,0.0,0.0,1,-1
https://orientedsoft.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Oriented Soft AS,0,,10000,150,Kyiv,,,"Oriented Soft AS is a custom software development company. They are headquartered in Grimstad, Norway and Kyiv, Ukraine and have a midsize team. Their services include custom software development, IoT development, e-commerce development, BI & big data consulting & SI, and more.",0.0,0.0,0.0,0.0,1,2
https://zapalean.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Zapalean,0,,1000,6,Kyiv,,,"Big data company Zapalean was founded in 2016. The company provides BI & big data consulting & SI, cloud consulting & SI, and IT strategy consulting and has a small team.",0.0,0.0,0.0,0.0,1,2
https://www.ginianalytics.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,GiniAnalytics,0,,10000,30,Dnipro,,,"GiniAnalytics, a small other digital marketing company, is based in Dnipro, Ukraine. Launched in 2017, the team offers other digital marketing, BI & big data consulting & SI, e-commerce development, Artificial Intelligence, and more.",0.0,0.0,0.0,0.0,1,-1
https://pwrteams.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,pwrteams,24,https://clutch.co/profile/pwrteams?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,625,Kyiv,"SiteCore, GS1, Valo Intranet, Televic","pbteams helps a wellness and fitness coaching firm build and maintain their Node.js backend and React frontend. They manage the entire DevOps, leverage Kubernetes and CloudAMQP, and test the platform.","Skelia is an IT company that was founded in 2008. Headquartered in Luxembourg, they have service centers in Poland, Ukraine and offices in the U.S., the U.K., and the Netherlands. They are made up of 350 employees and specialize in IT and engineering staff augmentation and building affiliate companies in eastern Europe. They also provide on-demand mobile development, software testing, and RPA services for businesses of all sizes.",4.8,4.6,4.3,4.8,0,0
http://work-nest.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,WorkNest,0,,0,150,Kyiv,,,"WorkNest, a midsize big data company, is located in Kyiv, Ukraine. Their services include BI & big data consulting & SI, IT managed services, mobile app development, other IT consulting and SI, and more.",0.0,0.0,0.0,0.0,1,2
https://adimen.tech/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Adimen,0,,5000,30,Odesa,,,"Adimen is an artificial intelligence development company established in 2018. Their small team is headquartered in Odesa, Ukraine. The company specializes in Artificial Intelligence, cloud consulting & SI, custom software development, BI & big data consulting & SI, and more.",0.0,0.0,0.0,0.0,1,-1
https://quontex.co/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Quontex,0,,10000,150,Sofiivska Borshchahivka,,,"Custom software development firm Quontex is based in LONDON, United Kingdom and Sofiivska Borshchahivka, Ukraine. The midsize agency was established in 2017. Their services include custom software development, IT staff augmentation, BI & big data consulting & SI, IT managed services, and more.",0.0,0.0,0.0,0.0,1,-1
https://datrock.co/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Datrock,0,,1000,6,Kyiv,,,"Datrock is an IT managed services company. They focus on IT managed services, BI & big data consulting & SI, custom software development, and web development and were founded in 2018. Their small team is based in Kyiv, Ukraine.",0.0,0.0,0.0,0.0,1,2
https://aimapa.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,aimap,0,,5000,30,Kyiv,,,"Based in Kyiv, Ukraine; Shevchenkove, Ukraine; Karlsruhe, Germany and Wieliczka, Poland, aimap is a AI company. The small team specializes in Artificial Intelligence. The firm was founded in 2019.",0.0,0.0,0.0,0.0,1,2
https://allatrack.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Allatrack,0,,25000,30,Kyiv,,,"Data analytics company Allatrack is based in Kyiv, Ukraine. The small team offers BI & big data consulting & SI, ERP consulting and SI, web development, and mobile app development. The agency was launched in 2016.",0.0,0.0,0.0,0.0,1,2
http://datagazer.io/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Datagazer,0,,10000,6,Kyiv,,,"Datagazer, a custom software development firm, was established in 2018. Their small team is headquartered in Kyiv, Ukraine. Their services include custom software development, BI & big data consulting & SI, IT managed services, web development, and more.",0.0,0.0,0.0,0.0,1,2
https://www.vodworks.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Vodworks,4,https://clutch.co/profile/vodworks?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,50000,150,L'viv,,Vodworks has provided website development and design services for an advertising and marketing company. The team has created and managed the client's website and designed the overall architecture system.,"Vodworks is a London, United Kingdom-based data analytics company. They offer BI & big data consulting & SI, custom software development, broadcast video, IT strategy consulting, and more and were launched in 2011.",5.0,5.0,5.0,5.0,0,-1
https://www.rework-space.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Rework-Space,0,,10000,6,Ternopil,,,"Launched in 2021, Rework-Space is a cloud consulting & SI company. The small Ternopil, Ukraine-based team specializes in cloud consulting & SI, BI & big data consulting & SI, cybersecurity, IT staff augmentation, and more.",0.0,0.0,0.0,0.0,1,-1
https://z9.com.ua/uslugi/?oblast=it-autsors&utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Gyrus LLC,0,,0,6,Kyiv,,,"Based in Kyiv, Ukraine, Gyrus LLC is a IT managed services company. The small agency was launched in 2016. Their services include IT managed services, BI & big data consulting & SI, cloud consulting & SI, CRM consulting and SI, and more.",0.0,0.0,0.0,0.0,1,2
https://envionsoftware.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Envion Software,0,,0,150,Kharkiv,,,"Envion Software is a Kharkiv, Ukraine-based big data analytics company. The midsize team focuses on BI & big data consulting & SI, custom software development, web development, and mobile app development. The firm was established in 1984.",0.0,0.0,0.0,0.0,1,-1
https://tagespot.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,TageSpot,0,,25000,30,L'viv,,,"TageSpot is an IT strategy consulting company. Their small team is located in L'viv, Ukraine. Their team focuses on IT strategy consulting, cloud consulting & SI, custom software development, AR/VR development, and more.",0.0,0.0,0.0,0.0,1,-1
http://www.future-processing.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Future Processing,38,https://clutch.co/profile/future-processing?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,625,Ternopil,"Allocate, Demica, 4 finance, Coconet","Future Processing provided software development for a mortgage and brokerage startup. The team built an MVP for a tool that could match end customers’ cases with bank rules, regulations, and interest rates.","Future Processing is a software developer based in Gliwice, Poland. Founded in 2000, they now have more than 900 employees. They specialize in custom software development, web development, and enterprise app modernization for primarily midmarket and small business companies in the healthcare, IT, and transportation industries.",4.7,4.6,4.4,4.9,0,-1
https://videal.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Videal,0,,0,30,Kharkiv,,,"Big data company Videal was established in 2007. The small team focuses on BI & big data consulting & SI, cloud consulting & SI, IT managed services, and IT strategy consulting. The agency is located in Kharkiv, Ukraine.",0.0,0.0,0.0,0.0,1,-1
http://netls.com.ua/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,NetLS Software Development,0,,0,30,Ivano-Frankivs'k,,,"Headquartered in Ivano-Frankivs'k, Ukraine, NetLS Software Development is a web design agency. The small agency was launched in 2016. Their services include web design, ux/ui design, BI & big data consulting & SI, web development, and more.",0.0,0.0,0.0,0.0,1,-1
https://bluepes.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Bluepes,0,,0,30,L'viv,,,"User experience agency Bluepes was founded in 2013. The company provides ux/ui design, BI & big data consulting & SI, custom software development, blockchain, and more and has a small team. The company is located in L'viv, Ukraine and Tallinn, Estonia.",0.0,0.0,0.0,0.0,1,-1
https://2021.ai/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,2021.AI,0,,25000,150,Kyiv,,,"2021.AI is an artificial intelligence development company founded in 2016. Their midsize team is based in Copenhagen, Denmark and Kyiv, Ukraine and provides Artificial Intelligence, BI & big data consulting & SI, and IT strategy consulting.",0.0,0.0,0.0,0.0,1,2
https://vitasoftua.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Vitasoft Ukraine,0,,0,6,Kyiv,,,"Custom software development company Vitasoft Ukraine is headquartered in Kyiv, Ukraine. The company focuses on custom software development, AR/VR development, e-commerce development, mobile app development, and more and is small.The company was founded in 2017.",0.0,0.0,0.0,0.0,1,2
